,Geographic Area,City,Median Income,percent_completed_hs,poverty_rate,share_white,share_black,share_native_american,share_asian,share_hispanic
344,AL,Millport town,32443,79.6,22.4,64.7,33.7,0.1,0,1
345,AL,Millry town,37813,86.1,26,60.4,37.9,0.5,0.2,0.4
346,AL,Minor CDP,45000,88.9,10.8,77.6,20.9,0.3,0,1.5
347,AL,Mobile city,38776,86.9,23.3,45,50.6,0.3,1.8,2.4
348,AL,Monroeville city,30678,82.3,36.7,42.1,55.7,0.3,0.3,0.8
349,AL,Montevallo city,34760,86.6,25.5,70.2,24.6,0.3,0.6,5.7
350,AL,Montgomery city,42927,85.5,24.1,37.3,56.6,0.2,2.2,3.9
351,AL,Moody city,61049,87.9,9.9,88.2,7.8,0.3,1.4,2.1
352,AL,Moores Mill CDP,63911,91,11.1,70.9,22.6,1.1,1.5,2.4
353,AL,Mooresville town,99375,83.1,0,94.3,5.7,0,0,0
354,AL,Morris town,70043,84.9,5.8,97.7,1,0.1,0.3,1.1
355,AL,Morrison Crossroads CDP,21169,93.8,9.5,92.7,2.3,0,0.5,5.5
356,AL,Mosses town,15240,60.4,55.8,1.5,97.9,0,0,1.8
357,AL,Moulton city,28843,79.2,24.3,78.2,13.1,4.1,0.4,1.6
358,AL,Moundville town,39719,77.3,18.7,56.2,40.4,0.7,0.7,1.8
359,AL,Mountain Brook city,126534,99.5,3,97.2,1,0.1,0.9,1
360,AL,Mount Olive CDP (Coosa County),(X),87.3,1.7,74.9,23.2,0.5,0,0.5
361,AL,Mount Olive CDP (Jefferson County),73345,92.5,11,97.7,1,0.2,0.3,0.5
362,AL,Mount Vernon town,40750,80.8,31.3,23.4,73.6,1.7,0.1,0.7
363,AL,Movico CDP,(X),81.9,12.9,2.6,96.7,0.3,0,0
364,AL,Mulga town,34886,72,30.5,81,16.9,0.1,0,0.6
365,AL,Munford town,34034,87.3,18.8,82.4,15.6,0.5,0,1
366,AL,Muscle Shoals city,48896,88.7,10.7,80.6,15.3,0.3,0.9,2.7
367,AL,Myrtlewood town,35000,72.5,7,85.4,13.8,0,0,3.1
368,AL,Nanafalia CDP,(X),94,29.7,57.4,40.4,0,0,0
369,AL,Nances Creek CDP,51196,79.1,0,98.8,0,0.5,0,0.7
370,AL,Napier Field town,32000,80.2,21.7,79.7,16.1,1.7,1.7,2
371,AL,Natural Bridge town,(X),65.7,2.3,100,0,0,0,0
372,AL,Nauvoo town,27000,67.2,26.2,99.1,0,0,0.5,2.7
373,AL,Nectar town,35313,78.3,18.3,95.7,2,0.6,0.6,4.6
374,AL,Needham town,56458,83.7,1.9,98.9,0,1.1,0,0
375,AL,Newbern town,18750,74.6,35,31.7,67.2,0,0,2.2
376,AL,New Brockton town,41066,79.8,20.9,70.1,21,5.5,0.5,2.5
377,AL,New Hope city,44224,84.3,14.8,93.7,0.2,2.5,0.3,1.4
378,AL,New Market CDP,59653,86.9,0,88.5,6.7,1.4,0.2,4.4
379,AL,New Site town,42143,82.1,9.6,85.8,12.5,0.4,0,0.8
380,AL,Newton town,41198,82.3,17.7,83.6,13,0.7,0.5,1.5
381,AL,New Union CDP,36429,84,27.9,95,0.2,0.3,0,4.2
382,AL,Newville town,31172,73,21,53.4,40.1,0,0,8.3
383,AL,North Courtland town,24097,71.3,22.4,2.4,96.7,0,0,0
384,AL,North Johns town,39750,75.6,11.7,49.7,46.2,4.1,0,0
385,AL,Northport city,53650,90.2,13.7,68.4,26.9,0.3,1.1,4.1
386,AL,Notasulga town,37273,80.7,29.5,65,33.3,0.1,0.1,0.8
387,AL,Oak Grove town,40972,73,13.1,91.3,7,0,0.8,1.1
388,AL,Oak Hill town,(X),27.3,72.7,30.8,69.2,0,0,0
389,AL,Oakman town,40469,72.2,21.4,80.9,18.4,0.1,0,0.1
390,AL,Odenville town,51518,76.4,16.2,94.2,2.3,0.3,0.7,2.1
391,AL,Ohatchee town,51688,82,14.8,94.1,3.2,0.6,0,0.6
392,AL,Oneonta city,36852,73.9,12.8,84.1,6,0.5,0.5,15.9
393,AL,Onycha town,22917,60.5,23.4,95.7,0,0,0,0
394,AL,Opelika city,40489,83.7,23,50.6,43.5,0.3,1.7,4.4
395,AL,Opp city,34695,77.4,25.9,80.9,16.7,0.6,0.3,0.9
396,AL,Orange Beach city,57535,92.6,10.5,94.3,0.6,0.7,0.8,2.6
397,AL,Orrville town,16250,71.4,37.3,37.7,62.3,0,0,0
398,AL,Our Town CDP,38125,78.6,0,85.5,12.8,1.4,0,0.5
399,AL,Owens Cross Roads town,51750,86.7,9.5,91.5,3.6,1,0.3,2.2
400,AL,Oxford city,51375,83.5,11.7,80.5,12.6,0.4,1.1,6.6
401,AL,Ozark city,37813,82.5,23.1,64.8,30.2,0.7,0.9,3.2
402,AL,Paint Rock town,23036,77.5,35.6,92.4,1,1.9,0,0
403,AL,Panola CDP,(X),38.1,40.6,2.1,97.9,0,0,0
404,AL,Parrish town,29335,75.3,15.8,70.6,26,0.5,0.5,0.5
405,AL,Pelham city,67907,92.2,4.6,81.2,7.5,0.3,2.4,14.9
406,AL,Pell City city,41944,86.5,20.8,80.8,15.6,0.3,0.8,2.3
407,AL,Pennington town,(X),69.9,34.9,50.2,49.8,0,0,0
408,AL,Penton CDP,30417,51.2,30.9,69.7,24.9,0,0,4.5
409,AL,Perdido Beach town,47222,86.3,17.7,96.2,0.2,0.2,0.2,2.1
410,AL,Peterman CDP,28009,97.2,14.2,86.5,9,1.1,0,0
411,AL,Petrey town,38750,86.5,0,91.4,8.6,0,0,0
412,AL,Phenix City city,36698,84.8,21,48.7,46.6,0.3,0.7,4
413,AL,Phil Campbell town,25852,78.5,34.4,95.2,0.2,0.4,0,4
414,AL,Pickensville town,31607,70,22.4,36.2,63.5,0.3,0,0
415,AL,Piedmont city,28884,76.8,25.6,87,10,0.5,0.1,1.3
416,AL,Pike Road town,97500,95.8,2.3,68.5,28.7,0.1,1.4,1.3
417,AL,Pinckard town,31042,88.6,13,83.8,12.7,0.6,0.5,1.7
418,AL,Pine Apple town,46250,81.5,21,73.5,24.2,0.8,0.8,0
419,AL,Pine Hill town,30682,89.1,48.5,45.8,53.2,0.4,0.1,0.7
420,AL,Pine Level CDP,56125,90.5,9.6,92,4.6,0.2,0.5,1.7
421,AL,Pine Ridge town,24286,54.6,44.7,87.2,1.8,0,0,20.9
422,AL,Pinson city,59909,93.2,5.8,79,17,0.2,0.4,3.7
423,AL,Pisgah town,26635,78.7,31.9,96.4,0.1,1.5,0.3,0.4
424,AL,Pleasant Grove city,63302,91.1,6.4,53.7,44.8,0.3,0.2,0.6
425,AL,Pleasant Groves town,46875,85,8.2,95.2,0,2.6,0,0.5
426,AL,Point Clear CDP,47200,89.1,12.1,58.8,39.6,0,0.6,0.9
427,AL,Pollard town,31607,82.3,24.2,59.1,27.7,0.7,0,21.2
428,AL,Powell town,30903,61.2,31.5,92.3,2.3,1.2,0,4.3
429,AL,Prattville city,55297,89.9,11.5,78.5,16.7,0.4,1.4,3.1
430,AL,Priceville town,84375,91,5.8,93.7,1.9,0.7,1,2.2
431,AL,Prichard city,23785,78.5,36.3,12.5,85.8,0.4,0.1,0.8
432,AL,Providence town,40208,90.5,10.8,81.2,13,0,0,3.1
433,AL,Putnam CDP,(X),72.8,30,23.3,72.5,2.6,0,0
434,AL,Ragland town,38571,73.9,17,82.8,15.4,0.1,0.1,0.3
435,AL,Rainbow City city,49338,92.5,17.7,87.4,7.2,0.4,2.6,2.4
436,AL,Rainsville city,39691,82.3,16.7,95.1,0.2,0.9,0.2,3.8
437,AL,Ranburne town,50909,86.5,5.8,99,0,0.2,0,0.2
438,AL,Ray CDP,45909,82.9,5.8,65.9,16.3,0.2,1.1,17.4
439,AL,Red Bay city,29076,77.1,29.9,92.5,1.2,0.3,0.1,5.1
440,AL,Redland CDP,75139,91.8,5.9,82.6,12.9,0.3,1.7,2.3
441,AL,Red Level town,38571,79.2,17.6,90.8,9,0,0,0.8
442,AL,Redstone Arsenal CDP,60893,94,9.8,69.1,20.8,1.2,1.7,10.7
443,AL,Reece City town,43261,85.6,13.7,93.4,2,1.1,0.9,0.8
444,AL,Reeltown CDP,74688,78.5,0,82.4,15.1,0.1,0.1,2.7
445,AL,Reform town,20136,79.4,39.9,50.6,48.2,0.1,0,0.9
446,AL,Rehobeth town,47108,84.9,9.5,95.9,1.5,0.8,0.2,2.5
447,AL,Repton town,23125,58,34.6,53.9,43.6,0,0,0.4
448,AL,Ridgeville town,20625,69.6,35.9,32.1,58.9,0,1.8,6.3
449,AL,River Falls town,28977,64.6,20.5,60.8,35,0.8,0,1.5
450,AL,Riverside town,61417,87,4.8,87.5,10.6,0.2,0.7,1.1
451,AL,Riverview town,37222,75.5,15.9,99.5,0,0,0,1.6
452,AL,Roanoke city,34956,77.2,20.3,57.6,40.5,0.2,0.6,1.2
453,AL,Robertsdale city,47364,79.9,10.6,85.3,5.4,0.8,0.5,9.2
454,AL,Rock Creek CDP,52227,85.2,8.1,97.5,0.8,0.7,0.1,0
455,AL,Rockford town,22778,68.4,38.1,62.5,37.5,0,0,1.3
456,AL,Rock Mills CDP,(X),70.4,36.7,97.3,1.5,0,0,1.8
457,AL,Rockville CDP,-,64.7,0,97.7,2.3,0,0,2.3
458,AL,Rogersville town,36346,81.9,28.7,91.2,6.1,1,0.6,1.7
459,AL,Rosa town,44808,81.3,11.4,95.6,0.3,0,0,4.4
460,AL,Russellville city,29859,68.9,34.4,68.5,9.2,0.8,0.3,26
461,AL,Rutledge town,39688,69.8,13.5,73.7,22.9,0,1.1,2.1
462,AL,St. Florian town,62500,91.7,5,97.1,2.4,0,0,0.2
463,AL,St. Stephens CDP,42500,88.2,25.9,63,36,0,0.4,0.6
464,AL,Saks CDP,42070,78.6,17.9,75.7,19.4,0.4,0.8,3.4
465,AL,Samson city,22556,65.7,39.6,73.3,17.9,1.1,0.4,8.3
466,AL,Sand Rock town,44375,80.8,5.9,97.5,0,0.7,0,2.9
467,AL,Sanford town,33333,73.1,17.5,97.1,0.4,0.4,0,1.2
468,AL,Saraland city,52621,85.4,11.2,83.7,12,0.8,0.6,2.5
469,AL,Sardis City town,51681,88.7,12.5,98.2,0.4,0.1,0.4,0.7
470,AL,Satsuma city,59311,91.8,10.3,88.7,7.9,1.2,0.6,1.1
471,AL,Scottsboro city,38007,81.8,16,89.8,4.6,0.8,0.8,3.5
472,AL,Section town,30278,76.6,25.9,95.5,0,1.6,0.6,0.9
473,AL,Selma city,22414,77.8,41.9,18,80.3,0.2,0.6,0.6
474,AL,Selmont-West Selmont CDP,23015,78.1,45.5,4.5,93.9,0.1,0,1.5
475,AL,Sheffield city,34205,79.5,25,69.7,26.8,0.3,0.3,2.3
476,AL,Shelby CDP,45139,78.9,36.8,90.4,6.9,0.2,0.2,2.3
477,AL,Shiloh town,36250,75.6,13.7,95.3,1.5,2.9,0,0.7
478,AL,Shoal Creek CDP,114018,99.6,2.6,92.4,4.8,0.1,2.2,1.4
479,AL,Shorter town,38409,68.4,12.9,18.8,79.5,0,0.6,1.1
480,AL,Silas town,27875,66,49,71,29,0,0,0
481,AL,Silverhill town,40921,89.3,7.5,94.3,1.7,0.1,0.3,5.7
482,AL,Sims Chapel CDP,86071,100,8.6,71.2,0,24.8,0.7,2
483,AL,Sipsey town,27393,83.2,15.2,64.1,33.2,0,0.5,0.9
484,AL,Skyline town,38810,75.4,19.4,95.3,0,2.1,0,2.1
485,AL,Slocomb city,35512,75.5,17.7,72.2,22.6,0.8,0.1,4.7
486,AL,Smiths Station city,46354,80.3,13.5,80.3,15.9,0.7,0.5,2.8
487,AL,Smoke Rise CDP,86310,92.7,5,98,0.5,0.5,0.1,0.7
488,AL,Snead town,35000,80.3,11,96.8,0.1,0.5,0.1,1.8
489,AL,Somerville town,40417,78.4,18.7,94.1,3.3,1.1,0,0.1
490,AL,Southside city,65946,90.3,4.7,96.5,1.5,0.2,0.7,1.3
491,AL,South Vinemont town,26141,79.1,32.8,83.2,0.1,1.2,2,23.6
492,AL,Spanish Fort city,72747,95.8,7.8,91,4.8,0.6,1.4,2.4
493,AL,Spring Garden CDP,(X),100,20.7,96.2,2.1,0,0,0
494,AL,Springville city,73906,91.1,9.3,93.6,4.7,0.3,0.4,0.7
495,AL,Spruce Pine CDP,-,76.6,0,97.3,0,0,0,5.9
496,AL,Standing Rock CDP,49583,61.4,0,98.2,0.6,0,0,1.2
497,AL,Steele town,31063,78.7,17.5,94.6,0.4,0.4,0,5.1
498,AL,Sterrett CDP,31410,64.1,8.5,94.7,3.9,0,0,0.7
499,AL,Stevenson city,38053,81.6,24.5,73.8,17.4,1.1,0.4,3.9
500,AL,Stewartville CDP,43333,73.7,17.5,95,3.5,0.7,0,0.4
501,AL,Sulligent city,30050,74,26.4,78.3,19.3,0.1,0,0.8
502,AL,Sumiton city,42321,85.1,17.6,93.2,4,0.4,0.2,0.8
503,AL,Summerdale town,39803,85.3,11.2,86.4,5.8,1.4,0.1,5.1
504,AL,Susan Moore town,40417,75,20.6,89.5,0,0.5,0.4,9.6
505,AL,Sweet Water town,79375,92.5,1.6,91.1,7.8,0,0,1.2
506,AL,Sylacauga city,33407,82.5,29.8,66.6,30.2,0.4,0.5,2.3
507,AL,Sylvania town,46964,83.6,17.9,86.7,0.2,0.8,0.2,11.2
508,AL,Sylvan Springs town,56630,86.9,5.3,97.3,1.4,0.5,0,0.5
509,AL,Talladega city,29482,73.9,27.2,47.7,48.7,0.3,0.5,3.4
510,AL,Talladega Springs town,50833,80.1,12.5,89.8,7.8,0,0,0
511,AL,Tallassee city,38275,88.9,17.1,72.4,23.4,0.4,0.6,3
512,AL,Tarrant city,25653,78.6,31.8,39,52.3,0.8,0.3,9
513,AL,Taylor town,43116,83.6,19.6,87.5,7.2,0.8,0.1,5.2
514,AL,Theodore CDP,44284,85.4,12.2,79.7,13.3,1.1,2.4,3.2
515,AL,Thomaston town,48523,89.3,18.3,44.1,53.2,1.4,0.5,0.2
516,AL,Thomasville city,36146,82.4,13.3,46.8,51.3,0.2,0.7,1.3
517,AL,Thorsby town,45478,80.7,19.2,89.7,5.7,0.1,0.6,5.7
518,AL,Tibbie CDP,-,100,70.8,87.8,0,7.3,0,4.9
519,AL,Tidmore Bend CDP,48466,80.6,12.1,93.4,4.2,0.7,0.2,1
520,AL,Tillmans Corner CDP,48290,82.1,17.7,82.2,11.4,0.6,2.1,3.8
521,AL,Town Creek town,28382,83.2,29.6,52.4,36,2.1,0.1,6.5
522,AL,Toxey town,23542,85.6,33.5,68.6,31.4,0,0,1.5
523,AL,Trafford town,28889,80.8,29.1,92.7,6.2,0.2,0,0.9
524,AL,Triana town,41875,81.4,27.1,21.4,74.4,0.4,0,3.8
525,AL,Trinity town,73625,93.7,10,88.6,6.7,1.1,0.2,3.3
526,AL,Troy city,31707,83.7,31.1,55,39,0.4,3.4,2
527,AL,Trussville city,82108,96.3,4.7,90.3,6.6,0.2,1.6,1.3
528,AL,Tuscaloosa city,39351,87.3,25.1,53.8,41.5,0.2,1.8,3
529,AL,Tuscumbia city,41176,86.2,15.3,75.9,21.2,0.4,0.3,1.4
530,AL,Tuskegee city,26896,83.6,27.6,1.9,95.8,0.1,0.5,1.3
531,AL,Twin town,41705,77.6,16.5,98,0,0,0,2.8
532,AL,Underwood-Petersville CDP,39874,77.1,12.9,91.3,6.2,0.2,0.6,1
533,AL,Union town,26875,76.2,22.7,3.4,95.4,0.8,0,0.4
534,AL,Union Grove town,40313,91.7,6.2,93.5,0,0,0,6.5
535,AL,Union Springs city,30032,57.1,26.8,12.9,71.8,0.2,0.4,17
536,AL,Uniontown town,14967,66.1,48.4,9.1,90.6,0,0,0.5
537,AL,Uriah CDP,23421,83.8,14.7,70.1,20.7,4.1,0.3,2
538,AL,Valley city,39531,84.9,18.5,64,33,0.1,1.2,1.7
539,AL,Valley Grande city,55134,85.9,12.3,75.2,23,0.4,0.4,0.5
540,AL,Valley Head town,30391,75.7,23.2,91.9,1.8,0.9,0.2,3
541,AL,Vance town,64432,88,9,88.8,7.2,0.4,0.6,5.6
542,AL,Vandiver CDP,47171,75.9,12.3,97.9,0.7,0.2,0.1,1.4
543,AL,Vernon city,30292,81,31.1,79.4,18.1,0.3,0,1.7
544,AL,Vestavia Hills city,84854,97.3,4.3,90.4,3.8,0.2,3.8,2.5
545,AL,Vina town,22500,57.3,23.9,94.7,1.1,0.3,0.6,2.2
546,AL,Vincent town,42692,77.5,10.9,78.7,19.8,0.4,0.1,0.7
547,AL,Vinegar Bend CDP,77083,64.5,0,15.1,79.2,2.6,0.5,0
548,AL,Vredenburgh town,(X),73.5,39,6.7,92.9,0.3,0,1.3
549,AL,Wadley town,25294,73.9,34.7,57.9,36.2,0.1,0,4.4
550,AL,Waldo town,32188,75.8,22,63.3,36,0,0,0
551,AL,Walnut Grove town,38846,68.4,10.3,96.6,0,0.6,0.1,1.6
552,AL,Warrior city,45396,86.9,18.8,83.1,14.2,0.2,0.4,0.8
553,AL,Waterloo town,39167,73.6,18.2,99,0.5,0.5,0,0
554,AL,Waverly town,55417,74.1,10.9,87.6,11.7,0,0,2.8
555,AL,Weaver city,44851,83.9,5.7,81.4,13.6,0.7,1.1,3
556,AL,Webb town,35375,78,18.7,74.8,18.7,0.7,0.3,6.2
557,AL,Wedowee town,26574,70.1,26.7,68.4,30.9,0.4,0.1,1.3
558,AL,Weogufka CDP,19792,56.3,43.2,99.3,0,0,0.4,1.1
559,AL,West Blocton town,36250,79.9,31.6,85.6,13.2,0.4,0.1,0.1
560,AL,West End-Cobb Town CDP,35233,68.1,19.6,76.1,20.9,0.5,0.2,1.6
561,AL,West Jefferson town,45938,88.3,10.2,96.7,1.2,0,0,0.3
562,AL,Westover town,58906,85.2,13.4,93.6,2.5,0.9,0.5,2.3
563,AL,West Point town,50329,86.9,14.2,95.6,0,0.7,0.5,6
564,AL,Wetumpka city,46190,85,10.7,67.9,26.1,0.6,1.1,3.8
565,AL,Whatley CDP,-,-,-,72,26.7,0,0.7,2
566,AL,White Hall town,18462,66.6,42.7,2.4,95.6,0.2,0,0.9
567,AL,White Plains CDP,55781,95.7,5,96.7,1.7,0.4,0.2,1.4
568,AL,Whitesboro CDP,36736,84.4,25.2,96.7,0.7,0.7,0.3,1.1
569,AL,Wilsonville town,43456,88,20.3,89.6,7.2,0.4,0.1,2.6
570,AL,Wilton town,39750,84.6,12,71.5,22.7,0,0.1,4.7
571,AL,Winfield city,40654,86.8,13.3,92.9,4.5,0.3,0.3,2
572,AL,Woodland town,34205,86.4,26.6,92.9,2.2,0,0,3.8
573,AL,Woodstock town,54519,89.5,13.5,94.3,3.4,0.1,0.1,2.1
574,AL,Woodville town,34444,77.7,25.9,94,0.5,2,0.3,2.3
575,AL,Yellow Bluff town,16786,62,44.1,0.5,99.5,0,0,0
576,AL,York city,17399,77.1,46.8,13.6,85.6,0.2,0,1
577,AK,Adak city,78500,93.4,39.3,19.6,4,5.5,52.5,8.9
578,AK,Akhiok city,26250,62.5,40.5,8.5,1.4,50.7,1.4,11.3
579,AK,Akiachak CDP,38750,76.7,26.1,3.5,0.2,95.1,0.2,0.2
580,AK,Akiak city,42000,81.3,31.3,5.2,0,92.8,0,0.3
581,AK,Akutan city,24750,73,16.1,23.3,17.9,5.5,43.3,20.8
582,AK,Alakanuk city,32917,65.4,44.6,2.1,0,95,0.4,0
583,AK,Alatna CDP,-,100,0,2.7,0,97.3,0,0
584,AK,Alcan Border CDP,-,100,0,90.9,0,0,0,9.1
585,AK,Aleknagik city,41875,84,11.6,15.1,0,75.8,0,0
586,AK,Aleneva CDP,-,0,0,100,0,0,0,0
587,AK,Allakaket city,26500,72.9,9.1,1,0,95.2,0,0
588,AK,Ambler city,42344,78.7,21.4,11.2,0.4,84.5,0,0
589,AK,Anaktuvuk Pass city,66250,80.9,26.3,7.1,0.3,83.3,0,2.2
590,AK,Anchorage municipality,78326,93,8.2,66,5.6,7.9,8.1,7.6
591,AK,Anchor Point CDP,51591,93.8,10.1,90.2,0.3,3.8,0.9,2.2
592,AK,Anderson city,87708,98.6,0,87.8,1.6,2.8,0.8,3.7
593,AK,Angoon city,32750,86.7,17.8,10.5,0.9,75.8,0,7.8
594,AK,Aniak city,60500,83.8,19,20.4,0.2,69.5,0,1.2
595,AK,Anvik city,26563,94.2,16.3,3.5,0,92.9,0,0
596,AK,Arctic Village CDP,26250,75,36.6,4.6,0,88.8,0,0
597,AK,Atka city,50625,89.5,1.5,4.9,0,95.1,0,0
598,AK,Atmautluak CDP,50625,70.2,25.6,1.4,0.7,97.8,0,0
599,AK,Atqasuk city,52500,75.9,23.3,6.9,0,92.3,0,0
600,AK,Attu Station CDP,-,100,-,90.5,0,4.8,0,19
601,AK,Badger CDP,75917,96.2,4.5,83.8,2.7,4.9,1.7,4.5
602,AK,Barrow city,76902,84.6,11.7,16.9,1,61.2,9.1,3.1
603,AK,Bear Creek CDP,81458,92.5,12.7,80.9,0.6,10.7,1.6,1.8
604,AK,Beaver CDP,24000,69.8,30,1.2,0,97.6,0,4.8
605,AK,Beluga CDP,(X),66.7,33.3,90,0,10,0,0
606,AK,Bethel city,76135,85.8,11.4,23.3,0.9,65,2.5,2.2
607,AK,Bettles city,50000,100,0,75,8.3,0,0,0
608,AK,Big Delta CDP,65417,97.6,13,92.6,0.2,2.4,0.3,1.5
609,AK,Big Lake CDP,70988,90.4,9.6,86.1,0.2,7,0.5,3.1
610,AK,Birch Creek CDP,-,0,100,0,0,100,0,0
611,AK,Brevig Mission city,32344,78,57.6,4.6,0.5,91.5,0,0.5
612,AK,Buckland city,60357,86.2,24.4,2.6,0,95.4,0,0
613,AK,Buffalo Soapstone CDP,68333,90.4,4.6,84.1,1.6,3.3,0.5,3.2
614,AK,Butte CDP,81875,94.3,9.6,90.4,0.3,4.3,0.6,3.1
615,AK,Cantwell CDP,56000,95,9.1,77.2,0.5,15.5,0,1.4
616,AK,Central CDP,(X),82.2,5.2,92.7,0,4.2,0,1
617,AK,Chalkyitsik CDP,29375,88.7,36.6,14.5,0,85.5,0,0
618,AK,Chase CDP,-,65.2,0,100,0,0,0,0
619,AK,Chefornak city,55625,74.3,18.4,3.3,0.2,95.7,0,0
620,AK,Chena Ridge CDP,93532,96.5,4.9,83.8,1.3,6.2,1.8,3.2
621,AK,Chenega CDP,(X),100,34.8,39.5,0,52.6,0,2.6
622,AK,Chevak city,41136,82.8,32.8,2.3,0,94.9,0.3,0.1
623,AK,Chickaloon CDP,40893,91.7,13.5,86.4,0,6.3,0.7,1.5
624,AK,Chicken CDP,-,-,-,100,0,0,0,14.3
625,AK,Chignik city,96250,100,0,34.1,0,57.1,3.3,1.1
626,AK,Chignik Lagoon CDP,93438,84,0,20.5,0,62.8,1.3,3.8
627,AK,Chignik Lake CDP,45000,68.2,8.6,2.7,0,94.5,0,0
628,AK,Chiniak CDP,-,100,0,91.5,0,4.3,0,0
629,AK,Chisana CDP,-,-,-,(X),(X),(X),(X),(X)
630,AK,Chistochina CDP,(X),80,20.3,36.6,0,53.8,0,0
631,AK,Chitina CDP,(X),82.6,15,64.3,0,19.8,0,2.4
632,AK,Chuathbaluk city,43750,92,50.5,3.4,1.7,88.1,0,2.5
633,AK,Circle CDP,17125,54.3,63.6,9.6,0,84.6,0,1.9
634,AK,Clam Gulch CDP,(X),84.3,13.2,85.2,0,5.7,0,0.6
635,AK,Clark's Point city,25833,74.2,55.4,11.3,0,88.7,0,0
636,AK,Coffman Cove city,41786,91.9,6,94.3,0,4,0,1.1
637,AK,Cohoe CDP,57228,95,16,89.5,0.4,4.5,0.4,2.2
638,AK,Cold Bay city,86250,97.5,0,74.1,1.9,12,1.9,4.6
639,AK,Coldfoot CDP,-,70,30,90,0,10,0,0
640,AK,College CDP,73812,94.9,8.2,73.1,3.2,9.5,4.6,5.3
641,AK,Cooper Landing CDP,64301,95.3,4.2,95.5,0,1.4,0.7,0
642,AK,Copper Center CDP,39063,84.8,18.8,45.7,0,48.5,0.3,3
643,AK,Cordova city,85833,91.6,5.8,70.3,0.4,8.8,10.9,4.2
644,AK,Covenant Life CDP,31875,100,0,91.9,0,5.8,1.2,0
645,AK,Craig city,63229,89.3,13.9,65,0.3,20,0.7,3.2
646,AK,Crooked Creek CDP,31250,80.8,39.8,7.6,0,83.8,0,0
647,AK,Crown Point CDP,56688,100,0,83.8,4.1,4.1,4.1,5.4
648,AK,Deering city,50000,88,14,9,0,86.9,0,0
649,AK,Delta Junction city,72500,95.4,10.6,88.1,1.8,3.2,1.1,4.7
650,AK,Deltana CDP,74457,93.8,14.9,92.1,0.9,2.5,0.9,2.4
651,AK,Diamond Ridge CDP,69375,97,9.2,91.7,0.2,3.1,1.3,2.1
652,AK,Dillingham city,66875,93.6,12.3,30.7,0.4,55.9,1.3,2.9
653,AK,Diomede city,16250,63.6,65.1,4.3,0,92.2,0,0
654,AK,Dot Lake CDP,-,-,-,69.2,0,23.1,0,0
655,AK,Dot Lake Village CDP,20625,64.9,25.9,8.1,0,82.3,0,0
656,AK,Dry Creek CDP,(X),100,15.5,100,0,0,0,4.3
657,AK,Eagle city,33125,90.7,25.8,90.7,0,8.1,0,0
658,AK,Eagle Village CDP,(X),82.4,17.6,55.2,1.5,38.8,1.5,0
659,AK,Eek city,39063,68.7,21.2,2.4,0,97.6,0,1
660,AK,Egegik city,38125,91.1,17.6,47.7,0,39.4,0,1.8
661,AK,Eielson AFB CDP,53388,96.6,6.8,80.3,7.8,0.9,2.6,7.9
662,AK,Ekwok city,31875,63.4,28.6,5.2,0,90.4,0,2.6
663,AK,Elfin Cove CDP,106667,100,0,70,0,5,0,0
664,AK,Elim city,37188,86.9,29.3,7.3,0,89.7,0.3,0.3
665,AK,Emmonak city,44773,83.9,25.8,3.1,0,96.3,0.1,0.1
666,AK,Ester CDP,68163,95,9.1,84.6,2.1,6.7,1.2,3.3
667,AK,Eureka Roadhouse CDP,-,-,-,75.9,0,6.9,3.4,6.9
668,AK,Evansville CDP,23750,78.6,0,46.7,0,53.3,0,0
669,AK,Excursion Inlet CDP,-,86.7,12.5,75,0,0,0,8.3
670,AK,Fairbanks city,55229,91.2,13.1,66.1,9,10,3.6,9
671,AK,False Pass city,55625,100,5.4,20,0,77.1,2.9,0
672,AK,Farmers Loop CDP,100703,98.9,5.8,84,0.8,6.3,1.8,2.9
673,AK,Farm Loop CDP,82250,92.4,4.1,88.8,0.8,4.2,0.9,1.9
674,AK,Ferry CDP,-,100,100,97,0,0,0,0
675,AK,Fishhook CDP,86917,94.5,4.8,87.5,0.6,3.6,1.2,2.8
676,AK,Flat CDP,-,-,-,(X),(X),(X),(X),(X)
677,AK,Fort Greely CDP,(X),100,0,78.3,4.3,1.9,1.5,13.2
678,AK,Fort Yukon city,39583,77.1,18.5,7.7,0.5,89.2,0.2,0.3
679,AK,Four Mile Road CDP,-,50,0,53.5,0,30.2,2.3,0
680,AK,Fox CDP,76563,100,0,82,0.5,7.4,0.7,5.3
681,AK,Fox River CDP,57083,37.9,17.1,98.8,0,0,1.2,0
682,AK,Fritz Creek CDP,61875,92.7,11.7,89.9,0.5,2.9,0.8,2.6
683,AK,Funny River CDP,59314,94.3,11.9,91,0.1,4.6,0.2,1.1
684,AK,Gakona CDP,80625,92.9,8.8,79.4,0,19.7,0,0.9
685,AK,Galena city,63333,86.4,7.9,29.4,0,63.6,0.6,2.3
686,AK,Gambell city,29417,72.4,41.3,3.8,0,95.6,0.1,0.4
687,AK,Game Creek CDP,-,100,0,100,0,0,0,0
688,AK,Gateway CDP,92739,96.1,7.8,85.3,1,4.2,1.8,3.7
689,AK,Glacier View CDP,43000,90.2,9.2,94,0,0.9,0.4,3
690,AK,Glennallen CDP,(X),94.4,0,77.4,0.4,7.7,0.6,1.4
